timestamp,task,trail,label
52973,BA_POINT,1,none
53006,BA_POINT,1,none
53042,BA_POINT,1,none
53075,BA_POINT,1,none
53107,BA_POINT,1,none
53143,BA_POINT,1,none
53175,BA_POINT,1,none
53208,BA_POINT,1,none
53240,BA_POINT,1,none
53807,BA_POINT,2,none
53839,BA_POINT,2,none
53874,BA_POINT,2,none
53908,BA_POINT,2,none
53941,BA_POINT,2,none
53973,BA_POINT,2,none
54010,BA_POINT,2,none
54041,BA_POINT,2,none
54074,BA_POINT,2,none
54106,BA_POINT,2,none
54141,BA_POINT,2,none
54174,BA_POINT,2,none
54209,BA_POINT,2,none
54241,BA_POINT,2,none
54276,BA_POINT,2,none
54308,BA_POINT,2,none
54342,BA_POINT,2,none
54373,BA_POINT,2,none
54406,BA_POINT,2,none
54441,BA_POINT,2,none
54474,BA_POINT,2,none
54509,BA_POINT,2,none
54542,BA_POINT,2,none
54574,BA_POINT,2,none
54608,BA_POINT,2,none
54643,BA_POINT,2,none
54673,BA_POINT,2,none
54707,BA_POINT,2,none
54742,BA_POINT,2,none
54774,BA_POINT,2,none
54807,BA_POINT,2,none
54842,BA_POINT,2,none
54874,BA_POINT,2,none
54909,BA_POINT,2,none
54941,BA_POINT,2,none
54976,BA_POINT,2,none
55007,BA_POINT,2,none
55040,BA_POINT,2,none
55076,BA_POINT,2,none
55108,BA_POINT,2,none
55142,BA_POINT,2,none
55176,BA_POINT,2,none
55206,BA_POINT,2,none
55242,BA_POINT,2,none
55273,BA_POINT,2,none
55307,BA_POINT,2,none
55341,BA_POINT,2,none
55376,BA_POINT,2,none
55408,BA_POINT,2,none
55442,BA_POINT,2,none
55477,BA_POINT,2,none
55507,BA_POINT,2,none
55542,BA_POINT,2,none
55576,BA_POINT,2,none
55607,BA_POINT,2,none
55641,BA_POINT,2,none
55675,BA_POINT,2,none
55707,BA_POINT,2,none
55742,BA_POINT,2,none
55775,BA_POINT,2,none
55810,BA_POINT,2,none
55840,BA_POINT,2,none
55875,BA_POINT,2,none
55907,BA_POINT,2,none
55941,BA_POINT,2,none
55976,BA_POINT,2,none
56007,BA_POINT,2,none
56042,BA_POINT,2,none
56673,BA_POINT,3,none
56704,BA_POINT,3,none
56742,BA_POINT,3,none
56776,BA_POINT,3,none
56809,BA_POINT,3,none
56840,BA_POINT,3,none
56874,BA_POINT,3,none
56907,BA_POINT,3,none
56942,BA_POINT,3,none
56973,BA_POINT,3,none
57009,BA_POINT,3,none
57042,BA_POINT,3,none
57076,BA_POINT,3,none
57107,BA_POINT,3,none
57142,BA_POINT,3,none
57174,BA_POINT,3,none
57207,BA_POINT,3,none
57240,BA_POINT,3,none
57275,BA_POINT,3,none
57307,BA_POINT,3,none
57342,BA_POINT,3,none
57373,BA_POINT,3,none
57409,BA_POINT,3,none
57442,BA_POINT,3,none
57477,BA_POINT,3,none
57506,BA_POINT,3,none
57543,BA_POINT,3,none
57574,BA_POINT,3,none
57607,BA_POINT,3,none
57642,BA_POINT,3,none
57675,BA_POINT,3,none
57709,BA_POINT,3,none
57740,BA_POINT,3,none
57775,BA_POINT,3,none
57809,BA_POINT,3,none
57842,BA_POINT,3,none
57875,BA_POINT,3,none
57909,BA_POINT,3,none
57941,BA_POINT,3,none
57976,BA_POINT,3,none
58007,BA_POINT,3,none
58042,BA_POINT,3,none
58076,BA_POINT,3,none
58107,BA_POINT,3,none
58140,BA_POINT,3,none
58174,BA_POINT,3,none
58209,BA_POINT,3,none
58241,BA_POINT,3,none
58276,BA_POINT,3,none
58309,BA_POINT,3,none
58342,BA_POINT,3,none
58841,BA_POINT,4,none
58872,BA_POINT,4,none
58910,BA_POINT,4,none
58942,BA_POINT,4,none
58976,BA_POINT,4,none
59010,BA_POINT,4,none
59042,BA_POINT,4,none
59077,BA_POINT,4,none
59108,BA_POINT,4,none
59144,BA_POINT,4,none
59176,BA_POINT,4,none
59210,BA_POINT,4,none
59242,BA_POINT,4,none
59276,BA_POINT,4,none
59309,BA_POINT,4,none
59342,BA_POINT,4,none
59375,BA_POINT,4,none
59409,BA_POINT,4,none
59442,BA_POINT,4,none
59476,BA_POINT,4,none
59509,BA_POINT,4,none
59543,BA_POINT,4,none
59574,BA_POINT,4,none
59609,BA_POINT,4,none
59643,BA_POINT,4,none
59673,BA_POINT,4,none
59707,BA_POINT,4,none
59741,BA_POINT,4,none
59775,BA_POINT,4,none
59808,BA_POINT,4,none
59841,BA_POINT,4,none
59875,BA_POINT,4,none
59908,BA_POINT,4,none
59941,BA_POINT,4,none
59975,BA_POINT,4,none
60009,BA_POINT,4,none
60043,BA_POINT,4,none
60075,BA_POINT,4,none
60109,BA_POINT,4,none
60142,BA_POINT,4,none
60176,BA_POINT,4,none
60209,BA_POINT,4,none
60240,BA_POINT,4,none
60275,BA_POINT,4,none
60306,BA_POINT,4,none
60341,BA_POINT,4,none
60374,BA_POINT,4,none
60408,BA_POINT,4,none
60441,BA_POINT,4,none
62141,BA_LEFT_CLICK,0,none
62176,BA_LEFT_CLICK,0,none
62209,BA_LEFT_CLICK,0,none
62242,BA_LEFT_CLICK,0,none
62276,BA_LEFT_CLICK,0,none
62310,BA_LEFT_CLICK,0,none
62343,BA_LEFT_CLICK,0,none
62376,BA_LEFT_CLICK,0,none
62410,BA_LEFT_CLICK,0,none
62443,BA_LEFT_CLICK,0,none
62476,BA_LEFT_CLICK,0,none
62507,BA_LEFT_CLICK,0,none
62540,BA_LEFT_CLICK,0,none
62575,BA_LEFT_CLICK,0,none
62608,BA_LEFT_CLICK,0,none
62638,BA_LEFT_CLICK,0,none
62671,BA_LEFT_CLICK,0,none
62705,BA_LEFT_CLICK,0,none
62743,BA_LEFT_CLICK,0,none
62775,BA_LEFT_CLICK,0,none
62811,BA_LEFT_CLICK,0,none
62841,BA_LEFT_CLICK,0,none
62877,BA_LEFT_CLICK,0,left_press
62909,BA_LEFT_CLICK,0,left_press
62944,BA_LEFT_CLICK,0,left_press
62976,BA_LEFT_CLICK,0,left_press
63010,BA_LEFT_CLICK,0,left_press
63043,BA_LEFT_CLICK,0,left_press
63076,BA_LEFT_CLICK,0,left_press
63110,BA_LEFT_CLICK,0,left_press
63144,BA_LEFT_CLICK,0,left_press
63178,BA_LEFT_CLICK,0,left_press
63209,BA_LEFT_CLICK,0,left_press
63244,BA_LEFT_CLICK,0,left_press
63277,BA_LEFT_CLICK,0,left_press
63310,BA_LEFT_CLICK,0,left_press
63344,BA_LEFT_CLICK,0,left_press
63377,BA_LEFT_CLICK,0,left_press
63410,BA_LEFT_CLICK,0,left_press
63444,BA_LEFT_CLICK,0,left_press
63473,BA_LEFT_CLICK,0,left_press
63511,BA_LEFT_CLICK,0,left_press
63544,BA_LEFT_CLICK,0,left_press
63577,BA_LEFT_CLICK,0,left_release
63611,BA_LEFT_CLICK,0,left_release
63643,BA_LEFT_CLICK,0,left_release
63677,BA_LEFT_CLICK,0,left_release
63713,BA_LEFT_CLICK,0,left_release
63743,BA_LEFT_CLICK,0,left_release
63777,BA_LEFT_CLICK,0,left_release
63811,BA_LEFT_CLICK,0,left_release
63844,BA_LEFT_CLICK,0,left_release
63877,BA_LEFT_CLICK,0,none
63911,BA_LEFT_CLICK,0,none
63944,BA_LEFT_CLICK,0,none
63978,BA_LEFT_CLICK,0,none
64008,BA_LEFT_CLICK,0,none
64044,BA_LEFT_CLICK,0,none
64076,BA_LEFT_CLICK,0,none
65244,BA_LEFT_CLICK,1,none
65276,BA_LEFT_CLICK,1,none
65311,BA_LEFT_CLICK,1,none
65343,BA_LEFT_CLICK,1,none
65377,BA_LEFT_CLICK,1,none
65410,BA_LEFT_CLICK,1,none
65444,BA_LEFT_CLICK,1,none
65477,BA_LEFT_CLICK,1,none
65511,BA_LEFT_CLICK,1,none
65543,BA_LEFT_CLICK,1,none
65577,BA_LEFT_CLICK,1,none
65611,BA_LEFT_CLICK,1,none
65644,BA_LEFT_CLICK,1,none
65678,BA_LEFT_CLICK,1,none
65710,BA_LEFT_CLICK,1,none
65744,BA_LEFT_CLICK,1,none
65775,BA_LEFT_CLICK,1,none
65811,BA_LEFT_CLICK,1,none
65844,BA_LEFT_CLICK,1,none
65877,BA_LEFT_CLICK,1,none
65910,BA_LEFT_CLICK,1,none
65944,BA_LEFT_CLICK,1,none
65976,BA_LEFT_CLICK,1,none
66010,BA_LEFT_CLICK,1,none
66045,BA_LEFT_CLICK,1,none
66078,BA_LEFT_CLICK,1,none
66110,BA_LEFT_CLICK,1,none
66144,BA_LEFT_CLICK,1,none
66178,BA_LEFT_CLICK,1,none
66211,BA_LEFT_CLICK,1,none
66244,BA_LEFT_CLICK,1,none
66278,BA_LEFT_CLICK,1,none
66305,BA_LEFT_CLICK,1,none
66342,BA_LEFT_CLICK,1,none
66375,BA_LEFT_CLICK,1,none
66409,BA_LEFT_CLICK,1,none
66442,BA_LEFT_CLICK,1,none
66475,BA_LEFT_CLICK,1,none
66509,BA_LEFT_CLICK,1,none
66542,BA_LEFT_CLICK,1,none
66576,BA_LEFT_CLICK,1,none
66609,BA_LEFT_CLICK,1,none
66642,BA_LEFT_CLICK,1,none
66676,BA_LEFT_CLICK,1,none
66709,BA_LEFT_CLICK,1,none
66743,BA_LEFT_CLICK,1,none
66777,BA_LEFT_CLICK,1,left_press
66810,BA_LEFT_CLICK,1,left_press
66843,BA_LEFT_CLICK,1,left_press
66876,BA_LEFT_CLICK,1,left_press
66910,BA_LEFT_CLICK,1,left_press
66944,BA_LEFT_CLICK,1,left_press
66978,BA_LEFT_CLICK,1,left_press
67010,BA_LEFT_CLICK,1,left_press
67045,BA_LEFT_CLICK,1,left_press
67077,BA_LEFT_CLICK,1,left_release
67111,BA_LEFT_CLICK,1,left_release
67144,BA_LEFT_CLICK,1,left_release
67178,BA_LEFT_CLICK,1,left_release
67210,BA_LEFT_CLICK,1,left_release
67243,BA_LEFT_CLICK,1,left_release
67278,BA_LEFT_CLICK,1,left_release
67310,BA_LEFT_CLICK,1,left_release
67344,BA_LEFT_CLICK,1,left_release
67378,BA_LEFT_CLICK,1,left_release
67411,BA_LEFT_CLICK,1,left_release
67444,BA_LEFT_CLICK,1,left_release
67477,BA_LEFT_CLICK,1,none
67511,BA_LEFT_CLICK,1,none
67544,BA_LEFT_CLICK,1,none
67576,BA_LEFT_CLICK,1,none
67611,BA_LEFT_CLICK,1,none
68244,BA_LEFT_CLICK,2,none
68276,BA_LEFT_CLICK,2,none
68311,BA_LEFT_CLICK,2,none
68343,BA_LEFT_CLICK,2,none
68377,BA_LEFT_CLICK,2,none
68411,BA_LEFT_CLICK,2,none
68443,BA_LEFT_CLICK,2,none
68478,BA_LEFT_CLICK,2,none
68511,BA_LEFT_CLICK,2,none
68544,BA_LEFT_CLICK,2,none
68577,BA_LEFT_CLICK,2,none
68611,BA_LEFT_CLICK,2,none
68644,BA_LEFT_CLICK,2,none
68678,BA_LEFT_CLICK,2,none
68710,BA_LEFT_CLICK,2,none
68745,BA_LEFT_CLICK,2,none
68777,BA_LEFT_CLICK,2,none
68811,BA_LEFT_CLICK,2,none
68843,BA_LEFT_CLICK,2,none
68878,BA_LEFT_CLICK,2,none
68911,BA_LEFT_CLICK,2,none
68944,BA_LEFT_CLICK,2,none
68978,BA_LEFT_CLICK,2,none
69010,BA_LEFT_CLICK,2,none
69044,BA_LEFT_CLICK,2,none
69078,BA_LEFT_CLICK,2,none
69111,BA_LEFT_CLICK,2,none
69145,BA_LEFT_CLICK,2,none
69178,BA_LEFT_CLICK,2,none
69211,BA_LEFT_CLICK,2,none
69244,BA_LEFT_CLICK,2,none
69278,BA_LEFT_CLICK,2,none
69311,BA_LEFT_CLICK,2,none
69344,BA_LEFT_CLICK,2,none
69378,BA_LEFT_CLICK,2,left_press
69409,BA_LEFT_CLICK,2,left_press
69444,BA_LEFT_CLICK,2,left_press
69477,BA_LEFT_CLICK,2,left_press
69511,BA_LEFT_CLICK,2,left_press
69545,BA_LEFT_CLICK,2,left_press
69577,BA_LEFT_CLICK,2,left_press
69611,BA_LEFT_CLICK,2,left_press
69644,BA_LEFT_CLICK,2,left_press
69678,BA_LEFT_CLICK,2,left_press
69711,BA_LEFT_CLICK,2,left_press
69744,BA_LEFT_CLICK,2,left_release
69778,BA_LEFT_CLICK,2,left_release
69810,BA_LEFT_CLICK,2,left_release
69844,BA_LEFT_CLICK,2,left_release
69877,BA_LEFT_CLICK,2,left_release
69911,BA_LEFT_CLICK,2,left_release
69944,BA_LEFT_CLICK,2,left_release
69978,BA_LEFT_CLICK,2,left_release
70011,BA_LEFT_CLICK,2,left_release
70044,BA_LEFT_CLICK,2,left_release
70078,BA_LEFT_CLICK,2,left_release
70111,BA_LEFT_CLICK,2,left_release
70144,BA_LEFT_CLICK,2,left_release
70178,BA_LEFT_CLICK,2,left_release
70211,BA_LEFT_CLICK,2,left_release
70243,BA_LEFT_CLICK,2,none
70277,BA_LEFT_CLICK,2,none
70311,BA_LEFT_CLICK,2,none
70842,BA_LEFT_CLICK,3,none
70877,BA_LEFT_CLICK,3,none
70909,BA_LEFT_CLICK,3,none
70944,BA_LEFT_CLICK,3,none
70976,BA_LEFT_CLICK,3,none
71011,BA_LEFT_CLICK,3,none
71045,BA_LEFT_CLICK,3,none
71077,BA_LEFT_CLICK,3,none
71111,BA_LEFT_CLICK,3,none
71144,BA_LEFT_CLICK,3,none
71178,BA_LEFT_CLICK,3,none
71211,BA_LEFT_CLICK,3,none
71244,BA_LEFT_CLICK,3,none
71278,BA_LEFT_CLICK,3,none
71306,BA_LEFT_CLICK,3,none
71345,BA_LEFT_CLICK,3,none
71378,BA_LEFT_CLICK,3,none
71411,BA_LEFT_CLICK,3,none
71445,BA_LEFT_CLICK,3,none
71478,BA_LEFT_CLICK,3,none
71511,BA_LEFT_CLICK,3,none
71544,BA_LEFT_CLICK,3,none
71578,BA_LEFT_CLICK,3,none
71611,BA_LEFT_CLICK,3,left_press
71644,BA_LEFT_CLICK,3,left_press
71678,BA_LEFT_CLICK,3,left_press
71709,BA_LEFT_CLICK,3,left_press
71743,BA_LEFT_CLICK,3,left_press
71778,BA_LEFT_CLICK,3,left_press
71812,BA_LEFT_CLICK,3,left_press
71844,BA_LEFT_CLICK,3,left_press
71878,BA_LEFT_CLICK,3,left_release
71911,BA_LEFT_CLICK,3,left_release
71944,BA_LEFT_CLICK,3,left_release
71978,BA_LEFT_CLICK,3,left_release
72011,BA_LEFT_CLICK,3,left_release
72044,BA_LEFT_CLICK,3,left_release
72078,BA_LEFT_CLICK,3,left_release
72111,BA_LEFT_CLICK,3,left_release
72144,BA_LEFT_CLICK,3,left_release
72178,BA_LEFT_CLICK,3,left_release
72211,BA_LEFT_CLICK,3,none
72244,BA_LEFT_CLICK,3,none
72278,BA_LEFT_CLICK,3,none
72311,BA_LEFT_CLICK,3,none
72344,BA_LEFT_CLICK,3,none
72378,BA_LEFT_CLICK,3,none
72411,BA_LEFT_CLICK,3,none
72444,BA_LEFT_CLICK,3,none
72478,BA_LEFT_CLICK,3,none
72511,BA_LEFT_CLICK,3,none
72544,BA_LEFT_CLICK,3,none
72578,BA_LEFT_CLICK,3,none
72611,BA_LEFT_CLICK,3,none
72647,BA_LEFT_CLICK,3,none
72677,BA_LEFT_CLICK,3,none
72711,BA_LEFT_CLICK,3,none
72745,BA_LEFT_CLICK,3,none
72778,BA_LEFT_CLICK,3,none
72811,BA_LEFT_CLICK,3,none
72845,BA_LEFT_CLICK,3,none
72878,BA_LEFT_CLICK,3,none
73411,BA_LEFT_CLICK,4,none
73444,BA_LEFT_CLICK,4,none
73478,BA_LEFT_CLICK,4,none
73510,BA_LEFT_CLICK,4,none
73544,BA_LEFT_CLICK,4,none
73578,BA_LEFT_CLICK,4,none
73609,BA_LEFT_CLICK,4,none
73645,BA_LEFT_CLICK,4,none
73678,BA_LEFT_CLICK,4,none
73711,BA_LEFT_CLICK,4,none
73745,BA_LEFT_CLICK,4,none
73778,BA_LEFT_CLICK,4,none
73811,BA_LEFT_CLICK,4,none
73844,BA_LEFT_CLICK,4,none
73878,BA_LEFT_CLICK,4,none
73911,BA_LEFT_CLICK,4,none
73944,BA_LEFT_CLICK,4,none
73978,BA_LEFT_CLICK,4,none
74011,BA_LEFT_CLICK,4,none
74040,BA_LEFT_CLICK,4,none
74075,BA_LEFT_CLICK,4,none
74112,BA_LEFT_CLICK,4,none
74146,BA_LEFT_CLICK,4,none
74175,BA_LEFT_CLICK,4,none
74209,BA_LEFT_CLICK,4,none
74242,BA_LEFT_CLICK,4,none
74277,BA_LEFT_CLICK,4,none
74309,BA_LEFT_CLICK,4,none
74343,BA_LEFT_CLICK,4,none
74377,BA_LEFT_CLICK,4,none
74410,BA_LEFT_CLICK,4,none
74443,BA_LEFT_CLICK,4,none
74476,BA_LEFT_CLICK,4,none
74510,BA_LEFT_CLICK,4,none
74542,BA_LEFT_CLICK,4,none
74578,BA_LEFT_CLICK,4,none
74611,BA_LEFT_CLICK,4,none
74642,BA_LEFT_CLICK,4,none
74679,BA_LEFT_CLICK,4,none
74711,BA_LEFT_CLICK,4,none
74745,BA_LEFT_CLICK,4,none
74778,BA_LEFT_CLICK,4,none
74811,BA_LEFT_CLICK,4,none
74845,BA_LEFT_CLICK,4,none
74878,BA_LEFT_CLICK,4,none
74912,BA_LEFT_CLICK,4,none
74944,BA_LEFT_CLICK,4,none
74978,BA_LEFT_CLICK,4,none
75011,BA_LEFT_CLICK,4,none
75045,BA_LEFT_CLICK,4,none
75077,BA_LEFT_CLICK,4,none
75112,BA_LEFT_CLICK,4,none
75145,BA_LEFT_CLICK,4,none
75178,BA_LEFT_CLICK,4,none
75211,BA_LEFT_CLICK,4,none
75244,BA_LEFT_CLICK,4,none
75278,BA_LEFT_CLICK,4,left_press
75311,BA_LEFT_CLICK,4,left_press
75344,BA_LEFT_CLICK,4,left_press
75378,BA_LEFT_CLICK,4,left_press
75412,BA_LEFT_CLICK,4,left_press
75445,BA_LEFT_CLICK,4,left_press
75478,BA_LEFT_CLICK,4,left_press
75512,BA_LEFT_CLICK,4,left_press
75545,BA_LEFT_CLICK,4,left_press
75578,BA_LEFT_CLICK,4,left_press
75611,BA_LEFT_CLICK,4,left_release
75645,BA_LEFT_CLICK,4,left_release
75679,BA_LEFT_CLICK,4,left_release
75711,BA_LEFT_CLICK,4,left_release
75745,BA_LEFT_CLICK,4,left_release
75776,BA_LEFT_CLICK,4,left_release
75807,BA_LEFT_CLICK,4,left_release
75840,BA_LEFT_CLICK,4,left_release
75874,BA_LEFT_CLICK,4,left_release
75907,BA_LEFT_CLICK,4,left_release
75940,BA_LEFT_CLICK,4,left_release
75977,BA_LEFT_CLICK,4,left_release
76011,BA_LEFT_CLICK,4,left_release
76044,BA_LEFT_CLICK,4,left_release
76078,BA_LEFT_CLICK,4,left_release
76108,BA_LEFT_CLICK,4,none
76140,BA_LEFT_CLICK,4,none
76174,BA_LEFT_CLICK,4,none
76207,BA_LEFT_CLICK,4,none
76240,BA_LEFT_CLICK,4,none
76273,BA_LEFT_CLICK,4,none
76308,BA_LEFT_CLICK,4,none
76340,BA_LEFT_CLICK,4,none
76373,BA_LEFT_CLICK,4,none
76409,BA_LEFT_CLICK,4,none
76440,BA_LEFT_CLICK,4,none
76473,BA_LEFT_CLICK,4,none
76507,BA_LEFT_CLICK,4,none
76542,BA_LEFT_CLICK,4,none
76575,BA_LEFT_CLICK,4,none
77940,BA_RIGHT_CLICK,0,none
77974,BA_RIGHT_CLICK,0,none
78009,BA_RIGHT_CLICK,0,none
78044,BA_RIGHT_CLICK,0,none
78078,BA_RIGHT_CLICK,0,none
78113,BA_RIGHT_CLICK,0,none
78144,BA_RIGHT_CLICK,0,none
78180,BA_RIGHT_CLICK,0,none
78210,BA_RIGHT_CLICK,0,none
78247,BA_RIGHT_CLICK,0,none
78277,BA_RIGHT_CLICK,0,none
78314,BA_RIGHT_CLICK,0,none
78344,BA_RIGHT_CLICK,0,none
78380,BA_RIGHT_CLICK,0,none
78408,BA_RIGHT_CLICK,0,none
78444,BA_RIGHT_CLICK,0,none
78473,BA_RIGHT_CLICK,0,none
78509,BA_RIGHT_CLICK,0,none
78543,BA_RIGHT_CLICK,0,none
78577,BA_RIGHT_CLICK,0,none
78608,BA_RIGHT_CLICK,0,none
78645,BA_RIGHT_CLICK,0,none
78676,BA_RIGHT_CLICK,0,none
78711,BA_RIGHT_CLICK,0,none
78744,BA_RIGHT_CLICK,0,none
78779,BA_RIGHT_CLICK,0,none
78810,BA_RIGHT_CLICK,0,none
78847,BA_RIGHT_CLICK,0,none
78876,BA_RIGHT_CLICK,0,none
78913,BA_RIGHT_CLICK,0,none
78943,BA_RIGHT_CLICK,0,none
78980,BA_RIGHT_CLICK,0,none
79009,BA_RIGHT_CLICK,0,none
79047,BA_RIGHT_CLICK,0,none
79076,BA_RIGHT_CLICK,0,none
79114,BA_RIGHT_CLICK,0,none
79144,BA_RIGHT_CLICK,0,none
79180,BA_RIGHT_CLICK,0,none
79209,BA_RIGHT_CLICK,0,none
79246,BA_RIGHT_CLICK,0,none
79280,BA_RIGHT_CLICK,0,none
79314,BA_RIGHT_CLICK,0,none
79344,BA_RIGHT_CLICK,0,right_press
79381,BA_RIGHT_CLICK,0,right_press
79411,BA_RIGHT_CLICK,0,right_press
79447,BA_RIGHT_CLICK,0,right_press
79477,BA_RIGHT_CLICK,0,right_press
79513,BA_RIGHT_CLICK,0,right_press
79543,BA_RIGHT_CLICK,0,right_press
79580,BA_RIGHT_CLICK,0,right_press
79610,BA_RIGHT_CLICK,0,right_press
79647,BA_RIGHT_CLICK,0,right_press
79677,BA_RIGHT_CLICK,0,right_press
79714,BA_RIGHT_CLICK,0,right_release
79744,BA_RIGHT_CLICK,0,right_release
79780,BA_RIGHT_CLICK,0,right_release
79809,BA_RIGHT_CLICK,0,right_release
79848,BA_RIGHT_CLICK,0,right_release
79877,BA_RIGHT_CLICK,0,right_release
79914,BA_RIGHT_CLICK,0,right_release
79943,BA_RIGHT_CLICK,0,right_release
79980,BA_RIGHT_CLICK,0,right_release
80010,BA_RIGHT_CLICK,0,right_release
80047,BA_RIGHT_CLICK,0,right_release
80076,BA_RIGHT_CLICK,0,right_release
80114,BA_RIGHT_CLICK,0,right_release
80144,BA_RIGHT_CLICK,0,right_release
80176,BA_RIGHT_CLICK,0,right_release
80214,BA_RIGHT_CLICK,0,right_release
80243,BA_RIGHT_CLICK,0,right_release
80280,BA_RIGHT_CLICK,0,right_release
80310,BA_RIGHT_CLICK,0,none
80347,BA_RIGHT_CLICK,0,none
80377,BA_RIGHT_CLICK,0,none
80414,BA_RIGHT_CLICK,0,none
81080,BA_RIGHT_CLICK,1,none
81111,BA_RIGHT_CLICK,1,none
81144,BA_RIGHT_CLICK,1,none
81179,BA_RIGHT_CLICK,1,none
81211,BA_RIGHT_CLICK,1,none
81247,BA_RIGHT_CLICK,1,none
81276,BA_RIGHT_CLICK,1,none
81309,BA_RIGHT_CLICK,1,none
81347,BA_RIGHT_CLICK,1,none
81377,BA_RIGHT_CLICK,1,none
81414,BA_RIGHT_CLICK,1,none
81443,BA_RIGHT_CLICK,1,none
81480,BA_RIGHT_CLICK,1,none
81510,BA_RIGHT_CLICK,1,none
81547,BA_RIGHT_CLICK,1,none
81577,BA_RIGHT_CLICK,1,none
81614,BA_RIGHT_CLICK,1,none
81643,BA_RIGHT_CLICK,1,none
81680,BA_RIGHT_CLICK,1,none
81709,BA_RIGHT_CLICK,1,none
81747,BA_RIGHT_CLICK,1,none
81777,BA_RIGHT_CLICK,1,none
81814,BA_RIGHT_CLICK,1,none
81843,BA_RIGHT_CLICK,1,none
81881,BA_RIGHT_CLICK,1,none
81910,BA_RIGHT_CLICK,1,none
81947,BA_RIGHT_CLICK,1,none
81977,BA_RIGHT_CLICK,1,none
82014,BA_RIGHT_CLICK,1,none
82043,BA_RIGHT_CLICK,1,none
82080,BA_RIGHT_CLICK,1,none
82110,BA_RIGHT_CLICK,1,none
82147,BA_RIGHT_CLICK,1,none
82177,BA_RIGHT_CLICK,1,none
82209,BA_RIGHT_CLICK,1,none
82244,BA_RIGHT_CLICK,1,none
82276,BA_RIGHT_CLICK,1,none
82306,BA_RIGHT_CLICK,1,none
82344,BA_RIGHT_CLICK,1,none
82376,BA_RIGHT_CLICK,1,none
82411,BA_RIGHT_CLICK,1,none
82444,BA_RIGHT_CLICK,1,right_press
82474,BA_RIGHT_CLICK,1,right_press
82511,BA_RIGHT_CLICK,1,right_press
82544,BA_RIGHT_CLICK,1,right_press
82578,BA_RIGHT_CLICK,1,right_press
82613,BA_RIGHT_CLICK,1,right_press
82642,BA_RIGHT_CLICK,1,right_press
